time,linear_x,linear_y,linear_z,rotation_x,rotation_y,rotation_z
-8.0,0.00019558194784123514,0.0003891831092270871,-0.00039867117577108136,0.0,0.0,0.0
-7.9,0.00019573580209034886,0.000389960192726413,-0.00039839839477595607,-9.550000004127877e-07,-3.529999679872168e-08,6.700000000000001e-07
-7.8,0.00019585441767343972,0.0003979501695203781,-0.0003970443281700041,-1.2100000085390233e-05,-5.149999940213139e-07,9.5e-06
-7.7,0.0001985927470346693,0.00042242466317610205,-0.0003937039042685163,-4.3650001435315134e-05,-2.149999991962223e-06,3.8250000000000035e-05
-7.6,0.00020647291077028967,0.0004702916383139134,-0.00038813577555396595,-0.00010050000992045148,-5.799999989855451e-06,9.800000000000051e-05
-7.5,0.00021788586774083927,0.0005470897864947589,-0.0003812554401894096,-0.00018100004272042413,-1.2300000002834254e-05,0.00019900000000000462
-7.4,0.00023615094088012096,0.0006536709415181364,-0.00037495429364353667,-0.0002800001375703423,-2.264999999668598e-05,0.00034800000000002727
-7.3,0.0002618668376814325,0.00079013165670494,-0.0003713222822114835,-0.00038500035843099217,-3.7399999997757546e-05,0.0005491065000001171
-7.2,0.0002958312226262409,0.0009512057272687003,-0.00037533835823655415,-0.0004795007984815878,-5.699999999637825e-05,0.0008026250000003973
-7.1,0.0003398486530058224,0.001130007614311257,-0.00038957676671813574,-0.0005425055717330361,-8.149999999147359e-05,0.001104953000001118
-7.0,0.0003929250163500085,0.0013160898676827237,-0.00041973673794926087,-0.0005489042680476132,-0.00010949999996224128,0.001448378500002645
-6.9,0.0004542053589586367,0.001496465508937117,-0.0004700846414369405,-0.00047100448185639763,-0.00014099999992140354,0.0018212160000055154
-6.8,0.0005248298948277196,0.0016556362382327274,-0.0005464973711268858,-0.0002780066678613095,-0.00017299999986982058,0.002208325500010066
-6.7,0.0006021894713388096,0.001777187256253754,-0.0006548188430470776,6.099081626606194e-05,-0.0002029999997976074,0.0025920650000162693
-6.6,0.0006823943958940723,0.0018423101395854682,-0.0008016001534287827,0.0005807433247114247,-0.0002264999996996932,0.0029533985000230766
-6.5,0.0007672382475400104,0.001832489159650397,-0.0009966289078668917,0.0013149805200133391,-0.00023599999961003404,0.003272654000027762
-6.4,0.0008502182683773589,0.001729324210185901,-0.0012472727305836702,0.0022978691704160902,-0.00022449999957728522,0.0035295180000270935
-6.3,0.0009300004289741446,0.0015150048416918698,-0.0015600391397794229,0.0035603430457093388,-0.0001849999996119354,0.0037023265000193004
-6.2,0.0010048015499872671,0.0011728764549223674,-0.0019385539124678883,0.005127405635882725,-0.00011199999974312635,0.0037672575000071984
-6.1,0.0010697764618733132,0.0006876945896969749,-0.0023810141489373216,0.00701567631798298,-2.8199999928302944e-06,0.0036981585000000036
-6.0,0.0011242196509869476,4.64255415546517e-05,-0.0028803907559962205,0.00923200153283624,0.0001409999997432925,0.003467344000010499
-5.9,0.0011656304177116157,-0.0007607792231048009,-0.0034248482185721407,0.011773043225186542,0.0003144999995642012,0.003047003500045903
-5.8,0.0011902648728670177,-0.0017416807289323257,-0.003998336762094823,0.014625208961079798,0.0005101029995472356,0.002410551000095533
-5.7,0.001194155911530551,-0.002899410492149811,-0.004581978332279136,0.017764414187326133,0.00071685249975178,0.00153358300012003
-5.6,0.0011785294883786734,-0.004233922380780352,-0.005153139152996645,0.02115594534740749,0.0009207079999951088,0.0003950000000509995
-5.5,0.0011389611535665347,-0.005741657908960195,-0.005687297977533757,0.024755253777364154,0.0011053944998382014,-0.0010222810001902533
-5.4,0.0010723763288346825,-0.007413564468160326,-0.006161074323098871,0.02851044731142264,0.0012542829985896025,-0.00272658050065333
-5.3,0.0009770764337842651,-0.009237096026435408,-0.006556002649064309,0.03236619062370644,0.0013531279954119807,-0.004716029501315161
-5.2,0.0008523033247611763,-0.011194471002792026,-0.006861414916827793,0.036267794969716,0.0013926094896761386,-0.006974941502060269
-5.1,0.0006949620243290983,-0.013263706203214374,-0.007075915367118049,0.040164070542059546,0.0013696664812829784,-0.00947317050270676
-5.0,0.0005069503078452397,-0.015417513673272596,-0.007207700946210153,0.04400833612049803,0.001287351970969407,-0.01216721750307122
-4.9,0.00028288483160634906,-0.017624757026474036,-0.007271402618351357,0.04775813489372325,0.0011537719604588696,-0.015002457003041777
-4.8,2.8276940110884144e-05,-0.01985128636270117,-0.007287847685263142,0.05137469178008907,0.0009809239520583337,-0.017915513002625574
-4.7,-0.00025652096130566755,-0.02205969501303784,-0.007281506249829489,0.05482264547700148,0.0007837519481798879,-0.02083645750194943
-4.6,-0.0005695964200317012,-0.024210332918804145,-0.0072791969707308776,0.058069635557687016,0.0005790744504869633,-0.023691311501209993
-4.5,-0.000906822398343104,-0.026263222041094103,-0.007306579754841286,0.061085059529621795,0.0003839999592296823,-0.026405354500593028
-4.4,-0.0012636418284888398,-0.028177533711637448,-0.007386030626282742,0.06383791553660768,0.00021299997289148817,-0.028907038000199753
-4.3,-0.001630472856489726,-0.02991345690042513,-0.007532686473155532,0.06629453466225807,7.699998863818369e-05,-0.03113150850002812
-4.2,-0.002003344113537202,-0.03143375145661498,-0.007754010429519738,0.06841735513382598,-1.844999693183556e-05,-0.03302294750000171
-4.1,-0.002371062115014692,-0.0327033123041911,-0.008047429040233929,0.07016487060434959,-7.399998655260002e-05,-0.0345356910000288
-4.0,-0.002728658094278803,-0.03369169726484378,-0.008400739100185468,0.0714919832072262,-9.599998142347843e-05,-0.03563512800005002
-3.9,-0.003064186689934717,-0.03437196706547763,-0.0087931186542436,0.07234989331926435,-9.59999807237564e-05,-0.036298827000050944
-3.8,-0.003372589686032151,-0.03472321459534733,-0.009193425648147631,0.0726858176357158,-9.199998131860688e-05,-0.03651716600004708
-3.7,-0.0036410898148592484,-0.03473049414958718,-0.0095639385612123,0.0724448083244132,-0.00010549997882754217,-0.036291536500061505
-3.6,-0.003864328632972394,-0.034384410635866836,-0.009864066541982026,0.07157542537289764,-0.00015899996925569515,-0.03562893150013719
-3.5,-0.004037786555421282,-0.03368135883086243,-0.010064066429868575,0.07003916132789649,-0.00026599995168955626,-0.03453425700037215
-3.4,-0.004155145846477047,-0.03262327102663454,-0.010148470112356651,0.06781980896519234,-0.0004269999291462683,-0.033004141000916545
-3.3,-0.0042132832120869495,-0.031215301137649917,-0.010119707958316411,0.06492778414069088,-0.000627203908030622,-0.031026554501859
